link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,moving_agent_vol_auto,moving_agent_vol_walk,moving_agent_vol_bike,moving_agent_vol_bus,moving_agent_vol_truck,moving_agent_vol_cav,moving_agent_vol_ev,moving_agent_vol_hov,MEU_vol_auto,MEU_vol_walk,MEU_vol_bike,MEU_vol_bus,MEU_vol_truck,MEU_vol_cav,MEU_vol_ev,MEU_vol_hov,mode_link_cap_auto,mode_link_cap_walk,mode_link_cap_bike,mode_link_cap_bus,mode_link_cap_truck,mode_link_cap_cav,mode_link_cap_ev,mode_link_cap_hov,mode_DOC_auto,mode_DOC_walk,mode_DOC_bike,mode_DOC_bus,mode_DOC_truck,mode_DOC_cav,mode_DOC_ev,mode_DOC_hov,mode_TT_auto,mode_TT_walk,mode_TT_bike,mode_TT_bus,mode_TT_truck,mode_TT_cav,mode_TT_ev,mode_TT_hov,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
28,28,bpr,10,15,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,23130.922,-1.000,0.000,,14:2257;19:4969;22:8027;,0.000,0.000,0.000,,,,0.000,23130.922,13.729,26.221,16.297,0.437,1.712,1.712,13512.002,13512.002,0.000,0.000,0.000,1.000,1.000,23130.923,0.955,1.142,1.764,1.083,60.000,51.000,0.400,4.000,15.254,10.463,86255.766,5292.825,86255.766,5292.825,2979.732,2571.540,"LINESTRING (-96.731703 43.545272, -96.731768 43.529402)",23130.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23130.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13512.002,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.711880,0.000000,0.000000,0.000000,1.711880,1.711880,1.711880,1.711880,13.729,999900.000,999900.000,999900.000,13.729,13.729,13.729,13.729,60.000,60.000,60.000,60.000,15.618,11.206,10.719,13.487,46.106,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,23130.922,23130.922,0.000,26.221,26.221,0.000,1.712,1.712,0.000,1.764,1.764,0.000,period-based
29,29,bpr,10,16,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,11053.292,-1.000,0.000,,8:0;17:0;18:4434;,0.000,0.000,0.000,,,,0.000,11053.292,20.121,11.928,7.413,0.199,2.277,2.277,4854.918,4854.918,0.000,0.000,0.000,1.000,1.000,11053.292,0.955,1.142,2.443,1.083,60.000,51.000,0.400,4.000,6.121,3.345,27478.662,3706.711,27478.662,3706.711,2969.824,2839.786,"LINESTRING (-96.731419 43.545007, -96.711362 43.546480)",11053.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11053.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4854.918,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.276721,0.000000,0.000000,0.000000,2.276721,2.276721,2.276721,2.276721,20.121,999900.000,999900.000,999900.000,20.121,20.121,20.121,20.121,60.000,60.000,60.000,60.000,4.254,3.488,3.395,3.898,41.564,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,11053.292,11053.292,0.000,11.928,11.928,0.000,2.277,2.277,0.000,2.443,2.443,0.000,period-based
30,30,bpr,10,17,1.000000,8.000000,4.972032,8.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8100.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,8100.000,16.308,29.433,18.293,0.491,1.622,1.622,4993.511,4993.511,0.000,0.000,0.000,1.000,1.000,8100.000,0.955,1.142,1.659,1.083,60.000,51.000,0.400,4.000,17.652,12.657,40273.461,2201.582,40273.461,2201.582,1121.582,930.994,"LINESTRING (-96.731490 43.545011, -96.711433 43.541020)",8100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4993.511,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.622105,0.000000,0.000000,0.000000,1.622105,1.622105,1.622105,1.622105,16.308,999900.000,999900.000,999900.000,16.308,16.308,16.308,16.308,60.000,60.000,60.000,60.000,19.375,13.621,12.989,16.595,47.631,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8100.000,8100.000,0.000,29.433,29.433,0.000,1.622,1.622,0.000,1.659,1.659,0.000,period-based
31,31,bpr,11,4,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,5300.000,-1.000,0.000,,3:1500;5:1300;,0.000,0.000,0.000,,,,0.000,5300.000,7.223,49.841,30.976,0.831,1.080,1.080,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,5300.000,0.955,1.142,1.042,0.000,60.000,51.000,0.400,4.000,37.204,34.642,19763.828,638.034,19763.828,638.034,108.034,14.504,"LINESTRING (-96.746576 43.544135, -96.746904 43.563658)",5300.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5300.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4908.827,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.079688,0.000000,0.000000,0.000000,1.079688,1.079688,1.079688,1.079688,7.223,999900.000,999900.000,999900.000,7.223,7.223,7.223,7.223,60.000,60.000,60.000,60.000,47.559,37.334,35.599,43.892,56.949,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5300.000,5300.000,0.000,49.841,49.841,0.000,1.080,1.080,0.000,1.042,1.042,0.000,period-based
32,32,bpr,11,10,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17598.855,-1.000,0.000,,9:2522;15:2463;16:2382;17:1907;,0.000,0.000,0.000,,,,0.000,17598.855,12.194,24.601,15.290,0.410,1.760,1.760,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,17598.856,0.955,1.142,1.821,1.083,60.000,51.000,0.400,4.000,14.098,9.452,54688.801,3576.813,54688.801,3576.813,2110.241,1851.435,"LINESTRING (-96.746821 43.543867, -96.731418 43.545007)",17598.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17598.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.759886,0.000000,0.000000,0.000000,1.759886,1.759886,1.759886,1.759886,12.194,999900.000,999900.000,999900.000,12.194,12.194,12.194,12.194,60.000,60.000,60.000,60.000,13.902,10.097,9.674,12.068,45.408,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,17598.855,17598.855,0.000,24.601,24.601,0.000,1.760,1.760,0.000,1.821,1.821,0.000,period-based
33,33,bpr,11,12,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8354.350,-1.000,0.000,,3:0;13:3048;,0.000,0.000,0.000,,,,0.000,8354.350,13.551,26.567,16.512,0.443,1.702,1.702,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,8354.350,0.955,1.142,1.752,1.083,60.000,51.000,0.400,4.000,15.505,10.687,31153.572,1886.776,31153.572,1886.776,1051.341,903.912,"LINESTRING (-96.746842 43.544395, -96.780138 43.544205)",8354.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8354.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4908.827,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.701904,0.000000,0.000000,0.000000,1.701904,1.701904,1.701904,1.701904,13.551,999900.000,999900.000,999900.000,13.551,13.551,13.551,13.551,60.000,60.000,60.000,60.000,16.000,11.452,10.950,13.803,46.261,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8354.350,8354.350,0.000,26.567,26.567,0.000,1.702,1.702,0.000,1.752,1.752,0.000,period-based
34,34,bpr,11,14,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9780.056,-1.000,0.000,,15:1401;23:3758;,0.000,0.000,0.000,,,,0.000,9780.056,13.707,17.509,10.882,0.292,2.006,2.006,4876.508,4876.508,0.000,0.000,0.000,1.000,1.000,9780.055,0.955,1.142,2.113,1.083,60.000,51.000,0.400,4.000,9.419,5.678,24313.377,2234.238,24313.377,2234.238,1582.234,1467.175,"LINESTRING (-96.747096 43.544203, -96.751290 43.529378)",9780.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9780.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4876.508,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.005545,0.000000,0.000000,0.000000,2.005545,2.005545,2.005545,2.005545,13.707,999900.000,999900.000,999900.000,13.707,13.707,13.707,13.707,60.000,60.000,60.000,60.000,7.741,5.988,5.785,6.910,42.927,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9780.056,9780.056,0.000,17.509,17.509,0.000,2.006,2.006,0.000,2.113,2.113,0.000,period-based
35,35,bpr,12,3,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10031.498,-1.000,0.000,,1:2565;4:6966;,0.000,0.000,0.000,,,,0.000,10031.498,4.020,59.698,37.102,0.995,0.429,0.429,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,10031.498,0.955,1.142,0.032,0.000,60.000,51.000,0.400,4.000,59.009,51.000,24938.467,672.153,24938.467,672.153,3.386,0.000,"LINESTRING (-96.779877 43.543888, -96.774044 43.572909)",10031.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10031.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23403.473,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,0.428633,0.000000,0.000000,0.000000,0.428633,0.428633,0.428633,0.428633,4.020,999900.000,999900.000,999900.000,4.020,4.020,4.020,4.020,60.000,60.000,60.000,60.000,59.829,59.317,56.488,59.659,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10031.498,10031.498,0.000,59.698,59.698,0.000,0.429,0.429,0.000,0.032,0.032,0.000,period-based
36,36,bpr,12,11,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8393.594,-1.000,0.000,,10:4924;14:1069;,0.000,0.000,0.000,,,,0.000,8393.594,13.693,26.290,16.339,0.438,1.710,1.710,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,8393.594,0.955,1.142,1.762,1.083,60.000,51.000,0.400,4.000,15.303,10.507,31299.914,1915.627,31299.914,1915.627,1076.267,928.145,"LINESTRING (-96.780135 43.543676, -96.746839 43.543866)",8393.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8393.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4908.827,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.709898,0.000000,0.000000,0.000000,1.709898,1.709898,1.709898,1.709898,13.693,999900.000,999900.000,999900.000,13.693,13.693,13.693,13.693,60.000,60.000,60.000,60.000,15.693,11.255,10.765,13.550,46.136,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8393.594,8393.594,0.000,26.290,26.290,0.000,1.710,1.710,0.000,1.762,1.762,0.000,period-based
37,37,bpr,12,13,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12329.044,-1.000,0.000,,24:4414;,0.000,0.000,0.000,,,,0.000,12329.044,3.023,59.541,37.005,0.992,0.476,0.476,25900.201,25900.201,0.000,0.000,0.000,1.000,1.000,12329.044,0.955,1.142,0.049,0.000,60.000,51.000,0.400,4.000,58.505,51.000,22987.652,621.200,22987.652,621.200,4.748,0.000,"LINESTRING (-96.780394 43.544005, -96.793634 43.490771)",12329.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12329.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25900.201,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,0.476021,0.000000,0.000000,0.000000,0.476021,0.476021,0.476021,0.476021,3.023,999900.000,999900.000,999900.000,3.023,3.023,3.023,3.023,60.000,60.000,60.000,60.000,59.738,58.952,56.214,59.476,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12329.044,12329.044,0.000,59.541,59.541,0.000,0.476,0.476,0.000,0.049,0.049,0.000,period-based
38,38,bpr,13,12,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12425.092,-1.000,0.000,,3:5372;11:3052;,0.000,0.000,0.000,,,,0.000,12425.092,3.024,59.527,36.996,0.992,0.480,0.480,25900.201,25900.201,0.000,0.000,0.000,1.000,1.000,12425.092,0.955,1.142,0.051,0.000,60.000,51.000,0.400,4.000,58.460,51.000,23166.734,626.190,23166.734,626.190,4.936,0.000,"LINESTRING (-96.793120 43.490643, -96.779880 43.543877)",12425.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12425.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25900.201,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,0.479730,0.000000,0.000000,0.000000,0.479730,0.479730,0.479730,0.479730,3.024,999900.000,999900.000,999900.000,3.024,3.024,3.024,3.024,60.000,60.000,60.000,60.000,59.730,58.918,56.189,59.459,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12425.092,12425.092,0.000,59.527,59.527,0.000,0.480,0.480,0.000,0.051,0.051,0.000,period-based
39,39,bpr,13,24,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,11104.732,-1.000,0.000,,21:5508;23:3696;,0.000,0.000,0.000,,,,0.000,11104.732,17.580,13.652,8.485,0.228,2.181,2.181,5091.256,5091.256,0.000,0.000,0.000,1.000,1.000,11104.732,0.955,1.142,2.326,1.083,60.000,51.000,0.400,4.000,7.107,4.012,27606.545,3253.594,27606.545,3253.594,2513.279,2382.635,"LINESTRING (-96.793305 43.490452, -96.749128 43.502909)",11104.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11104.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5091.256,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.181138,0.000000,0.000000,0.000000,2.181138,2.181138,2.181138,2.181138,17.580,999900.000,999900.000,999900.000,17.580,17.580,17.580,17.580,60.000,60.000,60.000,60.000,5.218,4.198,4.077,4.741,41.936,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,11104.732,11104.732,0.000,13.652,13.652,0.000,2.181,2.181,0.000,2.326,2.326,0.000,period-based
40,40,bpr,14,11,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9820.217,-1.000,0.000,,4:1900;10:1502;12:1099;,0.000,0.000,0.000,,,,0.000,9820.217,13.867,17.307,10.756,0.288,2.014,2.014,4876.508,4876.508,0.000,0.000,0.000,1.000,1.000,9820.217,0.955,1.142,2.123,1.083,60.000,51.000,0.400,4.000,9.294,5.584,24413.217,2269.670,24413.217,2269.670,1614.989,1499.457,"LINESTRING (-96.750781 43.529234, -96.746586 43.544059)",9820.217,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9820.217,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4876.508,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.013780,0.000000,0.000000,0.000000,2.013780,2.013780,2.013780,2.013780,13.867,999900.000,999900.000,999900.000,13.867,13.867,13.867,13.867,60.000,60.000,60.000,60.000,7.595,5.886,5.689,6.785,42.869,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9820.217,9820.217,0.000,17.307,17.307,0.000,2.014,2.014,0.000,2.123,2.123,0.000,period-based
41,41,bpr,14,15,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9028.745,-1.000,0.000,,10:2202;19:3657;22:706;,0.000,0.000,0.000,,,,0.000,9028.745,12.210,24.570,15.270,0.409,1.761,1.761,5127.526,5127.526,0.000,0.000,0.000,1.000,1.000,9028.746,0.955,1.142,1.822,1.083,60.000,51.000,0.400,4.000,14.076,9.433,28057.008,1837.360,28057.008,1837.360,1084.964,952.189,"LINESTRING (-96.751034 43.529041, -96.731502 43.529136)",9028.746,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9028.746,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5127.526,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.760839,0.000000,0.000000,0.000000,1.760839,1.760839,1.760839,1.760839,12.210,999900.000,999900.000,999900.000,12.210,12.210,12.210,12.210,60.000,60.000,60.000,60.000,13.870,10.076,9.655,12.041,45.395,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9028.745,9028.745,0.000,24.570,24.570,0.000,1.761,1.761,0.000,1.822,1.822,0.000,period-based
42,42,bpr,14,23,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8385.793,-1.000,0.000,,22:1110;24:2535;,0.000,0.000,0.000,,,,0.000,8385.793,9.044,26.537,16.493,0.442,1.703,1.703,4924.791,4924.791,0.000,0.000,0.000,1.000,1.000,8385.793,0.955,1.142,1.753,1.083,60.000,51.000,0.400,4.000,15.483,10.667,20847.217,1264.021,20847.217,1264.021,704.968,606.312,"LINESTRING (-96.751300 43.529304, -96.751169 43.514856)",8385.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8385.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4924.791,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.702772,0.000000,0.000000,0.000000,1.702772,1.702772,1.702772,1.702772,9.044,999900.000,999900.000,999900.000,9.044,9.044,9.044,9.044,60.000,60.000,60.000,60.000,15.966,11.431,10.930,13.775,46.247,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8385.793,8385.793,0.000,26.537,26.537,0.000,1.703,1.703,0.000,1.753,1.753,0.000,period-based
43,43,bpr,15,10,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,23193.748,-1.000,0.000,,9:6170;11:2457;17:0;,0.000,0.000,0.000,,,,0.000,23193.748,13.814,26.061,16.197,0.434,1.717,1.717,13512.002,13512.002,0.000,0.000,0.000,1.000,1.000,23193.749,0.955,1.142,1.770,1.083,60.000,51.000,0.400,4.000,15.138,10.361,86490.047,5339.794,86490.047,5339.794,3020.419,2611.118,"LINESTRING (-96.731239 43.529400, -96.731173 43.545270)",23193.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23193.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13512.002,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.716529,0.000000,0.000000,0.000000,1.716529,1.716529,1.716529,1.716529,13.814,999900.000,999900.000,999900.000,13.814,13.814,13.814,13.814,60.000,60.000,60.000,60.000,15.443,11.094,10.613,13.343,46.035,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,23193.748,23193.748,0.000,26.061,26.061,0.000,1.717,1.717,0.000,1.770,1.770,0.000,period-based
44,44,bpr,15,14,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9074.154,-1.000,0.000,,11:1379;23:1434;,0.000,0.000,0.000,,,,0.000,9074.154,12.356,24.279,15.090,0.405,1.770,1.770,5127.526,5127.526,0.000,0.000,0.000,1.000,1.000,9074.154,0.955,1.142,1.832,1.083,60.000,51.000,0.400,4.000,13.872,9.258,28198.117,1868.703,28198.117,1868.703,1112.524,979.080,"LINESTRING (-96.731505 43.529666, -96.751037 43.529571)",9074.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9074.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5127.526,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.769694,0.000000,0.000000,0.000000,1.769694,1.769694,1.769694,1.769694,12.356,999900.000,999900.000,999900.000,12.356,12.356,12.356,12.356,60.000,60.000,60.000,60.000,13.576,9.884,9.474,11.797,45.275,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9074.154,9074.154,0.000,24.279,24.279,0.000,1.770,1.770,0.000,1.832,1.832,0.000,period-based
