first_column,route_seq_id,o_zone_id,d_zone_id,o_super_zone_index,d_super_zone_index,od_pair_key,information_type,mode_type,demand_period,volume,distance_km,distance_mile,travel_time,FFTT,co2,nox,OD_based_UE_relative_gap_compared_to_least_time_path_travel_time,path_based_UE_gap,path_based_relative_UE_gap,preload_volume_from_route_input_file,ODME_volume_before,ODME_volume_after,ODME_volume_diff,SIMU_volume,SIMU_travel_time,toll,number_of_nodes,node_sequence,link_id_sequence,geometry,link_special_flag_sequence,sequential_link_delay,sequential_link_FFTT,DTM_OD_impact,DTM_path_impact,DTM_#_of_lane_closure_links,lane_closure_link_vector,DTM_new_path_generated,DTM_volume_before,DTM_volume_after,DTM_volume_diff, DTM_TT_0,DTM_Vol_0,
0,326,7,10,6,9,7->10,0,auto,am,147.5838,16.0000,9.9441,26.8943,16.0000,5.961964,0.001231,0.0036,1.1842,0.0175,0.0000,0.0000,0.0000,0.0000,0,26.8943,0.0000,4,7;8;9;10;,17;21;25;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271)",,2.755;5.329;2.811;,3.000;10.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,327,7,10,6,9,7->10,0,auto,am,1752.4163,9.0000,5.5935,25.7128,9.0000,4.680383,0.000815,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,25.7128,0.0000,4,7;18;16;10;,18;55;48;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271)",,0.062;0.199;16.452;,2.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,328,7,10,6,9,7->10,0,auto,am,0.0000,35.0000,21.7526,67.6543,35.0000,14.630726,0.002985,0.0036,41.9431,0.6199,0.0000,0.0000,0.0000,0.0000,0,67.6543,0.0000,9,7;8;6;2;1;3;12;11;10;,17;19;14;3;2;7;36;32;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",,2.755;13.560;1.436;0.001;0.010;0.024;7.634;7.233;,3.000;2.000;5.000;6.000;4.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,329,7,11,6,10,7->11,0,auto,am,0.0000,17.0000,10.5656,40.3676,17.0000,7.773559,0.001430,0.0000,2.3187,0.0343,0.0000,0.0000,0.0000,0.0000,0,40.3676,0.0000,6,7;8;6;5;4;11;,17;19;15;11;10;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",,2.755;13.560;5.560;0.364;1.128;,3.000;2.000;4.000;2.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,330,7,11,6,10,7->11,0,auto,am,0.0000,26.0000,16.1591,40.3669,26.0000,9.504621,0.002054,0.0000,2.3199,0.0343,0.0000,0.0000,0.0000,0.0000,0,40.3669,0.0000,6,7;8;9;5;4;11;,17;21;23;11;10;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",,2.755;5.329;4.791;0.364;1.128;,3.000;10.000;5.000;2.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,331,7,11,6,10,7->11,0,auto,am,0.0000,21.0000,13.0516,39.2344,21.0000,8.191884,0.001612,0.0000,1.1842,0.0175,0.0000,0.0000,0.0000,0.0000,0,39.2344,0.0000,5,7;8;9;10;11;,17;21;25;27;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131)",,2.755;5.329;2.811;7.340;,3.000;10.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,332,7,11,6,10,7->11,0,auto,am,0.0000,30.0000,18.6451,55.4209,30.0000,12.411771,0.002605,0.0000,17.3706,0.2567,0.0000,0.0000,0.0000,0.0000,0,55.4209,0.0000,8,7;8;6;2;1;3;12;11;,17;19;14;3;2;7;36;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)",,2.755;13.560;1.436;0.001;0.010;0.024;7.634;,3.000;2.000;5.000;6.000;4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,333,7,11,6,10,7->11,0,auto,am,500.0000,14.0000,8.7011,38.0529,14.0000,6.910303,0.001196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,38.0529,0.0000,5,7;18;16;10;11;,18;55;48;27;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.746841 43.544131)",,0.062;0.199;16.452;7.340;,2.000;3.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,334,7,12,6,11,7->12,0,auto,am,161.6892,24.0000,14.9161,41.7872,24.0000,9.855112,0.002150,0.0011,0.1984,0.0029,0.0000,0.0000,0.0000,0.0000,0,41.7872,0.0000,7,7;8;6;2;1;3;12;,17;19;14;3;2;7;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",,2.755;13.560;1.436;0.001;0.010;0.024;,3.000;2.000;5.000;6.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,335,7,12,6,11,7->12,0,auto,am,413.6094,19.0000,11.8086,41.5894,19.0000,8.470674,0.001645,0.0011,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0,41.5894,0.0000,7,7;8;6;5;4;3;12;,17;19;15;11;8;7;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,2.755;13.560;5.560;0.364;0.326;0.024;,3.000;2.000;4.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,336,7,12,6,11,7->12,0,auto,am,124.7014,28.0000,17.4021,41.5887,28.0000,10.201735,0.002269,0.0011,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0,41.5887,0.0000,7,7;8;9;5;4;3;12;,17;21;23;11;8;7;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,2.755;5.329;4.791;0.364;0.326;0.024;,3.000;10.000;5.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,337,7,12,6,11,7->12,0,auto,am,0.0000,27.0000,16.7806,52.0413,27.0000,11.284425,0.002307,0.0011,10.4527,0.1545,0.0000,0.0000,0.0000,0.0000,0,52.0413,0.0000,9,7;18;16;10;9;5;4;3;12;,18;55;48;26;23;11;8;7;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,0.062;0.199;16.452;2.823;4.791;0.364;0.326;0.024;,2.000;3.000;4.000;3.000;5.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,338,7,13,6,12,7->13,0,auto,am,0.0000,27.0000,16.7806,44.8160,27.0000,10.892531,0.002425,0.0032,1.5407,0.0228,0.0000,0.0000,0.0000,0.0000,0,44.8160,0.0000,8,7;8;6;2;1;3;12;13;,17;19;14;3;2;7;37;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,2.755;13.560;1.436;0.001;0.010;0.024;0.029;,3.000;2.000;5.000;6.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,339,7,13,6,12,7->13,0,auto,am,41.2136,22.0000,13.6731,44.6181,22.0000,9.508092,0.001920,0.0032,1.3423,0.0198,0.0000,0.0000,0.0000,0.0000,0,44.6181,0.0000,8,7;8;6;5;4;3;12;13;,17;19;15;11;8;7;37;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,2.755;13.560;5.560;0.364;0.326;0.024;0.029;,3.000;2.000;4.000;2.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,340,7,13,6,12,7->13,0,auto,am,0.0000,31.0000,19.2666,44.6175,31.0000,11.239154,0.002544,0.0032,1.3436,0.0199,0.0000,0.0000,0.0000,0.0000,0,44.6175,0.0000,8,7;8;9;5;4;3;12;13;,17;21;23;11;8;7;37;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,2.755;5.329;4.791;0.364;0.326;0.024;0.029;,3.000;10.000;5.000;2.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,341,7,13,6,12,7->13,0,auto,am,0.0000,30.0000,18.6451,55.0701,30.0000,12.321843,0.002582,0.0032,11.7951,0.1743,0.0000,0.0000,0.0000,0.0000,0,55.0701,0.0000,10,7;18;16;10;9;5;4;3;12;13;,18;55;48;26;23;11;8;7;37;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,0.062;0.199;16.452;2.823;4.791;0.364;0.326;0.024;0.029;,2.000;3.000;4.000;3.000;5.000;2.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,342,7,13,6,12,7->13,0,auto,am,358.7864,19.0000,11.8086,43.2843,19.0000,8.545588,0.001611,0.0032,0.6530,0.0103,0.0000,0.0000,0.0000,0.0000,0,43.2843,0.0000,6,7;18;20;21;24;13;,18;56;62;66;74;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",,0.062;0.311;2.034;8.640;13.238;,2.000;4.000;6.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,343,7,14,6,13,7->14,0,auto,am,0.0000,20.0000,12.4301,51.5489,20.0000,9.452844,0.001650,0.0029,19.5030,0.2883,0.0000,0.0000,0.0000,0.0000,0,51.5489,0.0000,6,7;18;16;10;15;14;,18;55;48;28;44;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731504 43.529401, -96.751035 43.529306)",,0.062;0.199;16.452;7.621;7.215;,2.000;3.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,344,7,14,6,13,7->14,0,auto,am,193.5181,18.0000,11.1871,32.0463,18.0000,7.052371,0.001453,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,32.0463,0.0000,6,7;18;20;19;15;14;,18;56;61;57;44;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306)",,0.062;0.311;5.182;1.277;7.215;,2.000;4.000;4.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,345,7,14,6,13,7->14,0,auto,am,0.0000,17.0000,10.5656,36.4662,17.0000,7.305885,0.001392,0.0029,4.4094,0.0652,0.0000,0.0000,0.0000,0.0000,0,36.4662,0.0000,7,7;18;16;17;19;15;14;,18;55;49;53;57;44;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306)",,0.062;0.199;6.034;4.680;1.277;7.215;,2.000;3.000;2.000;2.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,346,7,14,6,13,7->14,0,auto,am,6.4819,19.0000,11.8086,34.7878,19.0000,7.540702,0.001535,0.0029,2.7466,0.0406,0.0000,0.0000,0.0000,0.0000,0,34.7878,0.0000,6,7;18;20;22;23;14;,18;56;63;70;71;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",,0.062;0.311;2.790;8.008;4.618;,2.000;4.000;5.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,347,7,14,6,13,7->14,0,auto,am,0.0000,22.0000,13.6731,39.5551,22.0000,8.667904,0.001780,0.0029,7.5092,0.1110,0.0000,0.0000,0.0000,0.0000,0,39.5551,0.0000,7,7;18;20;21;22;15;14;,18;56;62;65;67;44;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306)",,0.062;0.311;2.034;2.097;5.837;7.215;,2.000;4.000;6.000;2.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,348,7,15,6,14,7->15,0,auto,am,0.0000,15.0000,9.3226,39.3343,15.0000,7.235822,0.001270,0.0000,19.5030,0.2883,0.0000,0.0000,0.0000,0.0000,0,39.3343,0.0000,5,7;18;16;10;15;,18;55;48;28;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731504 43.529401)",,0.062;0.199;16.452;7.621;,2.000;3.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,349,7,15,6,14,7->15,0,auto,am,500.0000,13.0000,8.0796,19.8317,13.0000,4.835349,0.001073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,19.8317,0.0000,5,7;18;20;19;15;,18;56;61;57;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401)",,0.062;0.311;5.182;1.277;,2.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,350,7,15,6,14,7->15,0,auto,am,0.0000,12.0000,7.4580,24.2515,12.0000,5.088863,0.001012,0.0000,4.4094,0.0652,0.0000,0.0000,0.0000,0.0000,0,24.2515,0.0000,6,7;18;16;17;19;15;,18;55;49;53;57;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401)",,0.062;0.199;6.034;4.680;1.277;,2.000;3.000;2.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,351,7,15,6,14,7->15,0,auto,am,0.0000,17.0000,10.5656,27.3405,17.0000,6.450882,0.001400,0.0000,7.5092,0.1110,0.0000,0.0000,0.0000,0.0000,0,27.3405,0.0000,6,7;18;20;21;22;15;,18;56;62;65;67;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401)",,0.062;0.311;2.034;2.097;5.837;,2.000;4.000;6.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,352,7,16,6,15,7->16,0,auto,am,1400.0000,5.0000,3.1075,5.2608,5.0000,1.719364,0.000446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,5.2608,0.0000,3,7;18;16;,18;55;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,0.062;0.199;,2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,353,7,17,6,16,7->17,0,auto,am,0.0000,24.0000,14.9161,43.2023,24.0000,9.188557,0.001835,0.0000,29.9175,0.4422,0.0000,0.0000,0.0000,0.0000,0,43.2023,0.0000,5,7;8;9;10;17;,17;21;25;30;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",,2.755;5.329;2.811;8.308;,3.000;10.000;3.000;8.000;,0,,,,,,,,,-1.000000,0.000000,
0,354,7,17,6,16,7->17,0,auto,am,1000.0000,7.0000,4.3505,13.2946,7.0000,2.949762,0.000615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,13.2946,0.0000,4,7;18;16;17;,18;55;49;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280)",,0.062;0.199;6.034;,2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,355,7,18,6,17,7->18,0,auto,am,200.0000,2.0000,1.2430,2.0618,2.0000,0.689299,0.000181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2.0618,0.0000,2,7;18;,18;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744)",,0.062;,2.000;,0,,,,,,,,,-1.000000,0.000000,
0,356,7,19,6,18,7->19,0,auto,am,400.0000,10.0000,6.2150,15.5549,10.0000,3.775363,0.000836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15.5549,0.0000,4,7;18;20;19;,18;56;61;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)",,0.062;0.311;5.182;,2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,357,7,19,6,18,7->19,0,auto,am,0.0000,9.0000,5.5935,19.9747,9.0000,4.028877,0.000775,0.0000,4.4094,0.0652,0.0000,0.0000,0.0000,0.0000,0,19.9747,0.0000,5,7;18;16;17;19;,18;55;49;53;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",,0.062;0.199;6.034;4.680;,2.000;3.000;2.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,358,7,20,6,19,7->20,0,auto,am,500.0000,6.0000,3.7290,6.3729,6.0000,2.061626,0.000533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,6.3729,0.0000,3,7;18;20;,18;56;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,0.062;0.311;,2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,359,7,21,6,20,7->21,0,auto,am,200.0000,12.0000,7.4580,14.4065,12.0000,4.152905,0.001015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,14.4065,0.0000,4,7;18;20;21;,18;56;62;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485)",,0.062;0.311;2.034;,2.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,360,7,22,6,21,7->22,0,auto,am,500.0000,11.0000,6.8365,14.1626,11.0000,3.872595,0.000920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,14.1626,0.0000,4,7;18;20;22;,18;56;63;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858)",,0.062;0.311;2.790;,2.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,361,7,22,6,21,7->22,0,auto,am,0.0000,18.0000,11.1871,48.1535,18.0000,8.723344,0.001503,0.0000,33.9878,0.5024,0.0000,0.0000,0.0000,0.0000,0,48.1535,0.0000,6,7;18;16;10;15;22;,18;55;48;28;46;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858)",,0.062;0.199;16.452;7.621;5.819;,2.000;3.000;4.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,362,7,22,6,21,7->22,0,auto,am,0.0000,14.0000,8.7011,18.5032,14.0000,4.961416,0.001166,0.0000,4.3391,0.0641,0.0000,0.0000,0.0000,0.0000,0,18.5032,0.0000,5,7;18;20;21;22;,18;56;62;65;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858)",,0.062;0.311;2.034;2.097;,2.000;4.000;6.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,363,7,23,6,22,7->23,0,auto,am,200.0000,15.0000,9.3226,26.1701,15.0000,5.882816,0.001233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,26.1701,0.0000,5,7;18;20;22;23;,18;56;63;70;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",,0.062;0.311;2.790;8.008;,2.000;4.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,364,7,23,6,22,7->23,0,auto,am,0.0000,22.0000,13.6731,60.1610,22.0000,10.733565,0.001817,0.0000,33.9878,0.5024,0.0000,0.0000,0.0000,0.0000,0,60.1610,0.0000,7,7;18;16;10;15;22;23;,18;55;48;28;46;70;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858)",,0.062;0.199;16.452;7.621;5.819;8.008;,2.000;3.000;4.000;6.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,365,7,23,6,22,7->23,0,auto,am,0.0000,17.0000,10.5656,29.7065,17.0000,6.720704,0.001417,0.0000,3.5275,0.0521,0.0000,0.0000,0.0000,0.0000,0,29.7065,0.0000,6,7;18;20;21;24;23;,18;56;62;66;76;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",,0.062;0.311;2.034;8.640;1.661;,2.000;4.000;6.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,366,7,24,6,23,7->24,0,auto,am,100.0000,15.0000,9.3226,26.0460,15.0000,5.952161,0.001265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,26.0460,0.0000,5,7;18;20;21;24;,18;56;62;66;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164)",,0.062;0.311;2.034;8.640;,2.000;4.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,367,7,24,6,23,7->24,0,auto,am,0.0000,17.0000,10.5656,29.8797,17.0000,6.655692,0.001385,0.0000,3.8428,0.0568,0.0000,0.0000,0.0000,0.0000,0,29.8797,0.0000,6,7;18;20;22;23;24;,18;56;63;70;73;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",,0.062;0.311;2.790;8.008;1.710;,2.000;4.000;5.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,368,8,1,7,0,8->1,0,auto,am,800.0000,13.0000,8.0796,27.9976,13.0000,5.909536,0.001188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,27.9976,0.0000,4,8;6;2;1;,19;14;3;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",,13.560;1.436;0.001;,2.000;5.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,369,8,1,7,0,8->1,0,auto,am,0.0000,25.0000,15.5376,35.8195,25.0000,9.026234,0.002043,0.0000,7.8233,0.2184,0.0000,0.0000,0.0000,0.0000,0,35.8195,0.0000,6,8;9;5;4;3;1;,21;23;11;8;5;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,5.329;4.791;0.364;0.326;0.010;,10.000;5.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,370,8,2,7,1,8->2,0,auto,am,400.0000,7.0000,4.3505,21.9965,7.0000,3.831014,0.000634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,21.9965,0.0000,3,8;6;2;,19;14;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",,13.560;1.436;,2.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,371,8,2,7,1,8->2,0,auto,am,0.0000,31.0000,19.2666,41.8206,31.0000,11.104758,0.002596,0.0000,19.8255,0.4740,0.0000,0.0000,0.0000,0.0000,0,41.8206,0.0000,7,8;9;5;4;3;1;2;,21;23;11;8;5;1;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,5.329;4.791;0.364;0.326;0.010;0.001;,10.000;5.000;2.000;4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,372,8,3,7,2,8->3,0,auto,am,44.0537,17.0000,10.5656,32.0079,17.0000,7.294568,0.001556,0.0014,0.1984,0.0047,0.0000,0.0000,0.0000,0.0000,0,32.0079,0.0000,5,8;6;2;1;3;,19;14;3;2;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962)",,13.560;1.436;0.001;0.010;,2.000;5.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,373,8,3,7,2,8->3,0,auto,am,121.7855,12.0000,7.4580,31.8101,12.0000,5.910130,0.001051,0.0014,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0,31.8101,0.0000,5,8;6;5;4;3;,19;15;11;8;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,13.560;5.560;0.364;0.326;,2.000;4.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,374,8,3,7,2,8->3,0,auto,am,34.1608,21.0000,13.0516,31.8094,21.0000,7.641191,0.001675,0.0014,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0,31.8094,0.0000,5,8;9;5;4;3;,21;23;11;8;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,5.329;4.791;0.364;0.326;,10.000;5.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,375,8,4,7,3,8->4,0,auto,am,551.7257,8.0000,4.9720,27.4845,8.0000,4.538096,0.000699,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0,27.4845,0.0000,4,8;6;5;4;,19;15;11;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",,13.560;5.560;0.364;,2.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,376,8,4,7,3,8->4,0,auto,am,148.2743,17.0000,10.5656,27.4838,17.0000,6.269157,0.001323,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0,27.4838,0.0000,4,8;9;5;4;,21;23;11;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",,5.329;4.791;0.364;,10.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,377,8,5,7,4,8->5,0,auto,am,394.0898,6.0000,3.7290,25.1206,6.0000,3.851977,0.000531,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0,25.1206,0.0000,3,8;6;5;,19;15;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",,13.560;5.560;,2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
